ID	gene	chr	cds_start	cds_end	type
rna-XM_708249.2	XM_708249.2	NC_032092.1	51515	52568	mRNA
rna-XM_708250.1	XM_708250.1	NC_032092.1	52676	54014	mRNA
rna-XM_708251.1	XM_708251.1	NC_032092.1	54075	55311	mRNA
rna-XM_708252.2	XM_708252.2	NC_032092.1	56576	58400	mRNA
rna-XM_708253.2	XM_708253.2	NC_032092.1	58580	59564	mRNA
rna-XM_708254.2	XM_708254.2	NC_032092.1	59709	60150	mRNA
rna-XM_708255.2	XM_708255.2	NC_032092.1	60938	63332	mRNA
rna-XM_708257.1	XM_708257.1	NC_032092.1	63552	64113	mRNA
rna-XM_708259.2	XM_708259.2	NC_032092.1	64263	66699	mRNA
rna-XM_708260.1	XM_708260.1	NC_032092.1	67987	69430	mRNA
rna-XM_708261.2	XM_708261.2	NC_032092.1	69498	71742	mRNA
rna-XM_708262.2	XM_708262.2	NC_032092.1	72787	73540	mRNA
rna-XM_708263.2	XM_708263.2	NC_032092.1	74263	77572	mRNA
rna-XM_708264.1	XM_708264.1	NC_032092.1	78355	80167	mRNA
rna-XM_708265.1	XM_708265.1	NC_032092.1	81573	83547	mRNA
rna-XM_708266.2	XM_708266.2	NC_032092.1	84040	85630	mRNA
rna-XM_704929.2	XM_704929.2	NC_032092.1	86312	89231	mRNA
rna-XM_707552.1	XM_707552.1	NC_032092.1	89383	90013	mRNA
rna-XM_707551.1	XM_707551.1	NC_032092.1	90445	90919	mRNA
rna-XM_707550.2	XM_707550.2	NC_032092.1	91404	92481	mRNA
rna-XM_707549.2	XM_707549.2	NC_032092.1	93724	96778	mRNA
rna-XM_707548.2	XM_707548.2	NC_032092.1	97568	98888	mRNA
rna-XM_707547.2	XM_707547.2	NC_032092.1	99125	100499	mRNA
rna-XM_707546.2	XM_707546.2	NC_032092.1	100977	101433	mRNA
rna-XM_707545.2	XM_707545.2	NC_032092.1	101588	103595	mRNA
rna-XM_707544.2	XM_707544.2	NC_032092.1	104410	107074	mRNA
rna-XM_019475357.1	XM_019475357.1	NC_032092.1	107334	108391	mRNA
rna-XM_707542.1	XM_707542.1	NC_032092.1	108409	108919	mRNA
rna-XM_707541.1	XM_707541.1	NC_032092.1	109387	110002	mRNA
rna-XM_707540.2	XM_707540.2	NC_032092.1	110377	110908	mRNA
rna-XM_707538.2	XM_707538.2	NC_032092.1	111274	112444	mRNA
rna-XM_707537.1	XM_707537.1	NC_032092.1	112690	113431	mRNA
rna-XM_707536.2	XM_707536.2	NC_032092.1	113644	115870	mRNA
rna-XM_707535.2	XM_707535.2	NC_032092.1	116218	117580	mRNA
rna-XM_707534.2	XM_707534.2	NC_032092.1	117576	119166	mRNA
rna-XM_707533.1	XM_707533.1	NC_032092.1	119422	120388	mRNA
rna-XM_707532.2	XM_707532.2	NC_032092.1	121066	123004	mRNA
rna-XM_707531.2	XM_707531.2	NC_032092.1	124042	124867	mRNA
rna-XM_707530.2	XM_707530.2	NC_032092.1	125250	125643	mRNA
rna-XM_707529.2	XM_707529.2	NC_032092.1	126004	126508	mRNA
rna-XM_707528.2	XM_707528.2	NC_032092.1	126563	127100	mRNA
rna-XM_707527.2	XM_707527.2	NC_032092.1	131929	133819	mRNA
rna-XM_707525.1	XM_707525.1	NC_032092.1	134408	135143	mRNA
rna-XM_707524.2	XM_707524.2	NC_032092.1	135542	138761	mRNA
rna-XM_707523.2	XM_707523.2	NC_032092.1	140611	142765	mRNA
rna-XM_707522.2	XM_707522.2	NC_032092.1	142968	144084	mRNA
rna-XM_707521.2	XM_707521.2	NC_032092.1	144137	145490	mRNA
rna-XM_707520.1	XM_707520.1	NC_032092.1	146311	147412	mRNA
rna-XM_707518.1	XM_707518.1	NC_032092.1	148155	149028	mRNA
rna-XM_717683.2	XM_717683.2	NC_032092.1	150337	152152	mRNA
rna-XM_717679.2	XM_717679.2	NC_032092.1	152452	154591	mRNA
rna-XM_717678.2	XM_717678.2	NC_032092.1	155845	156343	mRNA
rna-XM_717677.2	XM_717677.2	NC_032092.1	157301	158897	mRNA
rna-XM_717676.2	XM_717676.2	NC_032092.1	159229	163885	mRNA
rna-XM_717675.2	XM_717675.2	NC_032092.1	165103	166809	mRNA
rna-XM_717674.2	XM_717674.2	NC_032092.1	166682	167584	mRNA
rna-XM_717673.2	XM_717673.2	NC_032092.1	168440	169364	mRNA
rna-XM_717671.2	XM_717671.2	NC_032092.1	169417	171475	mRNA
rna-XM_717670.1	XM_717670.1	NC_032092.1	174412	175678	mRNA
rna-XM_717669.2	XM_717669.2	NC_032092.1	176030	191138	mRNA
rna-XM_717665.2	XM_717665.2	NC_032092.1	192151	192757	mRNA
rna-XM_717664.1	XM_717664.1	NC_032092.1	195173	196907	mRNA
rna-XM_717663.1	XM_717663.1	NC_032092.1	197112	197757	mRNA
rna-XM_717662.2	XM_717662.2	NC_032092.1	199442	200198	mRNA
rna-XM_717661.2	XM_717661.2	NC_032092.1	202397	206000	mRNA
rna-XM_019475358.1	XM_019475358.1	NC_032092.1	208445	208604	mRNA
rna-XM_717659.2	XM_717659.2	NC_032092.1	209073	214572	mRNA
rna-XM_717658.2	XM_717658.2	NC_032092.1	217107	218946	mRNA
rna-XM_717657.2	XM_717657.2	NC_032092.1	219420	222327	mRNA
rna-XM_717656.2	XM_717656.2	NC_032092.1	222372	223518	mRNA
rna-XM_717655.2	XM_717655.2	NC_032092.1	223818	225525	mRNA
rna-XM_717654.2	XM_717654.2	NC_032092.1	227962	228964	mRNA
rna-XM_717653.1	XM_717653.1	NC_032092.1	229218	229929	mRNA
rna-XM_717652.1	XM_717652.1	NC_032092.1	230554	231097	mRNA
rna-XM_717651.1	XM_717651.1	NC_032092.1	231130	232915	mRNA
rna-XM_019475359.1	XM_019475359.1	NC_032092.1	233629	233860	mRNA
rna-XM_717649.2	XM_717649.2	NC_032092.1	234374	236723	mRNA
rna-XM_717647.2	XM_717647.2	NC_032092.1	241361	243827	mRNA
rna-XM_717646.2	XM_717646.2	NC_032092.1	244109	245339	mRNA
rna-XM_717645.2	XM_717645.2	NC_032092.1	246082	248236	mRNA
rna-XM_717643.1	XM_717643.1	NC_032092.1	248783	249194	mRNA
rna-XM_717642.2	XM_717642.2	NC_032092.1	249998	250601	mRNA
rna-XM_717641.2	XM_717641.2	NC_032092.1	250906	251518	mRNA
rna-XM_717640.2	XM_717640.2	NC_032092.1	253001	254807	mRNA
rna-XM_019475360.1	XM_019475360.1	NC_032092.1	255597	256733	mRNA
rna-XM_717637.2	XM_717637.2	NC_032092.1	256996	258274	mRNA
rna-XM_717636.2	XM_717636.2	NC_032092.1	258894	261285	mRNA
rna-XM_717635.2	XM_717635.2	NC_032092.1	263830	265333	mRNA
rna-XM_717634.2	XM_717634.2	NC_032092.1	266045	267944	mRNA
rna-XM_717633.2	XM_717633.2	NC_032092.1	267975	270813	mRNA
rna-XM_717631.2	XM_717631.2	NC_032092.1	273214	273544	mRNA
rna-XM_717629.2	XM_717629.2	NC_032092.1	278188	278608	mRNA
rna-XM_717628.2	XM_717628.2	NC_032092.1	280486	281395	mRNA
rna-XM_717627.2	XM_717627.2	NC_032092.1	283160	286751	mRNA
rna-XM_019475361.1	XM_019475361.1	NC_032092.1	287624	288733	mRNA
rna-XM_717624.1	XM_717624.1	NC_032092.1	291216	291654	mRNA
rna-XM_717623.2	XM_717623.2	NC_032092.1	292030	293929	mRNA
rna-XM_717622.2	XM_717622.2	NC_032092.1	294717	301869	mRNA
rna-XM_717621.2	XM_717621.2	NC_032092.1	302001	303258	mRNA
rna-XM_717620.2	XM_717620.2	NC_032092.1	303564	304920	mRNA
rna-XM_717619.2	XM_717619.2	NC_032092.1	305251	307093	mRNA
rna-XM_717618.1	XM_717618.1	NC_032092.1	307182	307857	mRNA
rna-XM_717617.2	XM_717617.2	NC_032092.1	308172	309534	mRNA
rna-XM_717614.2	XM_717614.2	NC_032092.1	309929	312554	mRNA
rna-XM_717613.2	XM_717613.2	NC_032092.1	312955	314143	mRNA
rna-XM_717612.2	XM_717612.2	NC_032092.1	314497	315304	mRNA
rna-XM_717611.1	XM_717611.1	NC_032092.1	315672	316191	mRNA
rna-XM_717610.1	XM_717610.1	NC_032092.1	317139	318105	mRNA
rna-XM_717609.2	XM_717609.2	NC_032092.1	320142	321435	mRNA
rna-XM_717608.2	XM_717608.2	NC_032092.1	321751	324649	mRNA
rna-XM_717607.2	XM_717607.2	NC_032092.1	327628	329125	mRNA
rna-XM_717606.2	XM_717606.2	NC_032092.1	329465	332810	mRNA
rna-XM_717605.2	XM_717605.2	NC_032092.1	332862	334044	mRNA
rna-XM_717604.2	XM_717604.2	NC_032092.1	334466	334859	mRNA
rna-XM_717603.2	XM_717603.2	NC_032092.1	334946	336305	mRNA
rna-XM_019475362.1	XM_019475362.1	NC_032092.1	337229	337508	mRNA
rna-XM_717602.2	XM_717602.2	NC_032092.1	340470	340899	mRNA
rna-XM_717601.2	XM_717601.2	NC_032092.1	340870	342028	mRNA
rna-XM_717600.2	XM_717600.2	NC_032092.1	342882	345000	mRNA
rna-XM_717599.1	XM_717599.1	NC_032092.1	345375	345705	mRNA
rna-XM_717597.2	XM_717597.2	NC_032092.1	345919	346999	mRNA
rna-XM_717596.2	XM_717596.2	NC_032092.1	348097	348634	mRNA
rna-XM_717595.2	XM_717595.2	NC_032092.1	349058	349838	mRNA
rna-XM_717594.2	XM_717594.2	NC_032092.1	349989	350946	mRNA
rna-XM_717593.2	XM_717593.2	NC_032092.1	352072	355570	mRNA
rna-XM_717591.1	XM_717591.1	NC_032092.1	356482	357208	mRNA
rna-XM_717590.1	XM_717590.1	NC_032092.1	357857	358832	mRNA
rna-XM_717589.2	XM_717589.2	NC_032092.1	359053	360847	mRNA
rna-XM_717588.2	XM_717588.2	NC_032092.1	361140	361872	mRNA
rna-XM_019475363.1	XM_019475363.1	NC_032092.1	362364	364284	mRNA
rna-XM_717586.1	XM_717586.1	NC_032092.1	364596	365901	mRNA
rna-XM_717585.1	XM_717585.1	NC_032092.1	366372	367671	mRNA
rna-XM_717584.1	XM_717584.1	NC_032092.1	367891	369211	mRNA
rna-XM_717582.1	XM_717582.1	NC_032092.1	369338	369896	mRNA
rna-XM_717581.1	XM_717581.1	NC_032092.1	370409	371408	mRNA
rna-XM_717580.1	XM_717580.1	NC_032092.1	372263	373781	mRNA
rna-XM_019475364.1	XM_019475364.1	NC_032092.1	374222	374501	mRNA
rna-XM_717579.1	XM_717579.1	NC_032092.1	374617	375325	mRNA
rna-XM_717578.1	XM_717578.1	NC_032092.1	379678	381481	mRNA
rna-XM_717576.1	XM_717576.1	NC_032092.1	382178	383054	mRNA
rna-XM_717575.2	XM_717575.2	NC_032092.1	383105	384434	mRNA
rna-XM_717574.1	XM_717574.1	NC_032092.1	385300	386614	mRNA
rna-XM_717573.1	XM_717573.1	NC_032092.1	386686	387364	mRNA
rna-XM_019475365.1	XM_019475365.1	NC_032092.1	387812	388049	mRNA
rna-XM_717572.1	XM_717572.1	NC_032092.1	388210	391741	mRNA
rna-XM_717571.1	XM_717571.1	NC_032092.1	394831	396466	mRNA
rna-XM_717570.1	XM_717570.1	NC_032092.1	398109	400008	mRNA
rna-XM_717569.2	XM_717569.2	NC_032092.1	405051	408387	mRNA
rna-XM_717568.1	XM_717568.1	NC_032092.1	408950	410384	mRNA
rna-XM_717566.1	XM_717566.1	NC_032092.1	410515	411604	mRNA
rna-XM_717564.2	XM_717564.2	NC_032092.1	411718	413545	mRNA
rna-XM_717563.1	XM_717563.1	NC_032092.1	414416	415787	mRNA
rna-XM_717562.1	XM_717562.1	NC_032092.1	416113	417043	mRNA
rna-XM_717561.1	XM_717561.1	NC_032092.1	417122	417845	mRNA
rna-XM_717560.1	XM_717560.1	NC_032092.1	418035	419232	mRNA
rna-XM_717559.1	XM_717559.1	NC_032092.1	419442	419976	mRNA
rna-XM_717558.1	XM_717558.1	NC_032092.1	421019	421946	mRNA
rna-XM_717557.1	XM_717557.1	NC_032092.1	422278	423034	mRNA
rna-XM_019475366.1	XM_019475366.1	NC_032092.1	423168	423444	mRNA
rna-XM_717556.1	XM_717556.1	NC_032092.1	423673	426985	mRNA
rna-XM_019475367.1	XM_019475367.1	NC_032092.1	427565	429880	mRNA
rna-XM_717553.2	XM_717553.2	NC_032092.1	430107	431778	mRNA
rna-XM_717552.1	XM_717552.1	NC_032092.1	432065	434558	mRNA
rna-XM_717550.1	XM_717550.1	NC_032092.1	435120	436770	mRNA
rna-XM_717549.2	XM_717549.2	NC_032092.1	437153	437594	mRNA
rna-XM_717548.2	XM_717548.2	NC_032092.1	437881	438676	mRNA
rna-XM_717547.1	XM_717547.1	NC_032092.1	438732	441150	mRNA
rna-XM_717546.1	XM_717546.1	NC_032092.1	442009	442921	mRNA
rna-XM_717545.1	XM_717545.1	NC_032092.1	443683	444265	mRNA
rna-XM_717544.2	XM_717544.2	NC_032092.1	444628	445555	mRNA
rna-XM_717543.1	XM_717543.1	NC_032092.1	446281	447397	mRNA
rna-XM_717540.1	XM_717540.1	NC_032092.1	447753	449142	mRNA
rna-XM_715432.2	XM_715432.2	NC_032092.1	450085	450940	mRNA
rna-XM_715431.2	XM_715431.2	NC_032092.1	451426	452587	mRNA
rna-XM_715429.2	XM_715429.2	NC_032092.1	453462	455604	mRNA
rna-XM_715428.2	XM_715428.2	NC_032092.1	457215	460641	mRNA
rna-XM_019475368.1	XM_019475368.1	NC_032092.1	460934	461644	mRNA
rna-XM_715427.1	XM_715427.1	NC_032092.1	462581	463040	mRNA
rna-XM_715426.2	XM_715426.2	NC_032092.1	463582	463966	mRNA
rna-XM_715425.2	XM_715425.2	NC_032092.1	464868	468336	mRNA
rna-XM_715424.2	XM_715424.2	NC_032092.1	471020	471362	mRNA
rna-XM_715422.1	XM_715422.1	NC_032092.1	480534	481176	mRNA
rna-XM_715420.1	XM_715420.1	NC_032092.1	483121	485536	mRNA
rna-XM_715419.1	XM_715419.1	NC_032092.1	486082	486613	mRNA
rna-XM_715418.1	XM_715418.1	NC_032092.1	487546	488344	mRNA
rna-XM_715417.2	XM_715417.2	NC_032092.1	488933	493196	mRNA
rna-XM_715415.2	XM_715415.2	NC_032092.1	493508	495056	mRNA
rna-XM_715414.2	XM_715414.2	NC_032092.1	496165	497164	mRNA
rna-XM_715413.1	XM_715413.1	NC_032092.1	497491	498130	mRNA
rna-XM_715412.2	XM_715412.2	NC_032092.1	498332	499070	mRNA
rna-XM_715411.2	XM_715411.2	NC_032092.1	499699	500026	mRNA
rna-XM_715410.1	XM_715410.1	NC_032092.1	501462	504297	mRNA
rna-XM_715409.2	XM_715409.2	NC_032092.1	504515	508772	mRNA
rna-XM_715408.2	XM_715408.2	NC_032092.1	512430	513978	mRNA
rna-XM_715406.2	XM_715406.2	NC_032092.1	514048	515524	mRNA
rna-XM_715405.2	XM_715405.2	NC_032092.1	517315	520240	mRNA
rna-XM_715404.2	XM_715404.2	NC_032092.1	523879	526963	mRNA
rna-XM_715403.2	XM_715403.2	NC_032092.1	527398	529291	mRNA
rna-XM_715402.2	XM_715402.2	NC_032092.1	529894	531271	mRNA
rna-XM_715400.2	XM_715400.2	NC_032092.1	531725	533546	mRNA
rna-XM_715399.2	XM_715399.2	NC_032092.1	533913	534252	mRNA
rna-XM_715397.2	XM_715397.2	NC_032092.1	534273	536604	mRNA
rna-XM_715396.1	XM_715396.1	NC_032092.1	536884	538603	mRNA
rna-XM_715395.2	XM_715395.2	NC_032092.1	539024	541505	mRNA
rna-XM_715394.2	XM_715394.2	NC_032092.1	543677	545906	mRNA
rna-XM_715393.2	XM_715393.2	NC_032092.1	547039	547480	mRNA
rna-XM_715392.1	XM_715392.1	NC_032092.1	547907	549077	mRNA
rna-XM_715391.2	XM_715391.2	NC_032092.1	550262	551270	mRNA
rna-XM_715390.2	XM_715390.2	NC_032092.1	551535	553089	mRNA
rna-XM_715388.2	XM_715388.2	NC_032092.1	553126	553465	mRNA
rna-XM_715387.2	XM_715387.2	NC_032092.1	553836	555657	mRNA
rna-XM_715385.2	XM_715385.2	NC_032092.1	555824	557594	mRNA
rna-XM_715384.2	XM_715384.2	NC_032092.1	557743	558505	mRNA
rna-XM_715383.2	XM_715383.2	NC_032092.1	558857	559796	mRNA
rna-XM_715381.2	XM_715381.2	NC_032092.1	571821	573321	mRNA
rna-XM_715380.2	XM_715380.2	NC_032092.1	577302	577749	mRNA
rna-XM_715379.2	XM_715379.2	NC_032092.1	578110	579133	mRNA
rna-XM_715378.2	XM_715378.2	NC_032092.1	579388	580426	mRNA
rna-XM_715377.2	XM_715377.2	NC_032092.1	580678	582313	mRNA
rna-XM_715374.2	XM_715374.2	NC_032092.1	582402	584097	mRNA
rna-XM_715373.2	XM_715373.2	NC_032092.1	584379	585738	mRNA
rna-XM_019475369.1	XM_019475369.1	NC_032092.1	586324	588797	mRNA
rna-XM_715370.1	XM_715370.1	NC_032092.1	588793	591091	mRNA
rna-XM_019475370.1	XM_019475370.1	NC_032092.1	591384	592176	mRNA
rna-XM_715369.2	XM_715369.2	NC_032092.1	592422	594816	mRNA
rna-XM_715368.2	XM_715368.2	NC_032092.1	595170	595815	mRNA
rna-XM_715367.2	XM_715367.2	NC_032092.1	595984	597268	mRNA
rna-XM_715366.2	XM_715366.2	NC_032092.1	597478	598246	mRNA
rna-XM_019475371.1	XM_019475371.1	NC_032092.1	598658	598856	mRNA
rna-XM_715364.1	XM_715364.1	NC_032092.1	599267	600629	mRNA
rna-XM_715362.1	XM_715362.1	NC_032092.1	603217	604786	mRNA
rna-XM_715360.1	XM_715360.1	NC_032092.1	605436	605955	mRNA
rna-XM_715359.1	XM_715359.1	NC_032092.1	606492	608439	mRNA
rna-XM_715358.1	XM_715358.1	NC_032092.1	608654	608981	mRNA
rna-XM_715357.2	XM_715357.2	NC_032092.1	609368	615065	mRNA
rna-XM_715355.2	XM_715355.2	NC_032092.1	615197	620561	mRNA
rna-XM_715354.2	XM_715354.2	NC_032092.1	621465	622695	mRNA
rna-XM_715353.1	XM_715353.1	NC_032092.1	622850	623510	mRNA
rna-XM_715351.1	XM_715351.1	NC_032092.1	624272	624995	mRNA
rna-XM_715350.1	XM_715350.1	NC_032092.1	627761	630455	mRNA
rna-XM_715348.2	XM_715348.2	NC_032092.1	630578	633098	mRNA
rna-XM_019475372.1	XM_019475372.1	NC_032092.1	633411	633630	mRNA
rna-XM_715346.2	XM_715346.2	NC_032092.1	633875	635618	mRNA
rna-XM_715345.2	XM_715345.2	NC_032092.1	639667	640696	mRNA
rna-XM_715344.2	XM_715344.2	NC_032092.1	641742	644175	mRNA
rna-XM_715342.1	XM_715342.1	NC_032092.1	644882	645710	mRNA
rna-XM_715341.1	XM_715341.1	NC_032092.1	646817	647795	mRNA
rna-XM_715340.2	XM_715340.2	NC_032092.1	649166	654407	mRNA
rna-XM_715338.2	XM_715338.2	NC_032092.1	654504	657207	mRNA
rna-XM_715337.2	XM_715337.2	NC_032092.1	657549	659415	mRNA
rna-XM_715336.1	XM_715336.1	NC_032092.1	659488	660385	mRNA
rna-XM_715335.2	XM_715335.2	NC_032092.1	660575	663860	mRNA
rna-XM_715334.2	XM_715334.2	NC_032092.1	664006	665035	mRNA
rna-XM_715333.2	XM_715333.2	NC_032092.1	665603	666623	mRNA
rna-XM_715332.2	XM_715332.2	NC_032092.1	668227	670270	mRNA
rna-XM_715331.2	XM_715331.2	NC_032092.1	671286	672630	mRNA
rna-XM_715330.2	XM_715330.2	NC_032092.1	672796	673672	mRNA
rna-XM_715329.2	XM_715329.2	NC_032092.1	674266	678610	mRNA
rna-XM_715328.1	XM_715328.1	NC_032092.1	679261	680179	mRNA
rna-XM_715327.1	XM_715327.1	NC_032092.1	680861	681752	mRNA
rna-XM_715326.2	XM_715326.2	NC_032092.1	682501	686239	mRNA
rna-XM_715324.2	XM_715324.2	NC_032092.1	686643	689340	mRNA
rna-XM_019475373.1	XM_019475373.1	NC_032092.1	690178	690361	mRNA
rna-XM_019475374.1	XM_019475374.1	NC_032092.1	692296	692497	mRNA
rna-XM_705216.1	XM_705216.1	NC_032092.1	697716	698832	mRNA
rna-XM_705215.1	XM_705215.1	NC_032092.1	699713	700799	mRNA
rna-XM_705214.1	XM_705214.1	NC_032092.1	701060	702284	mRNA
rna-XM_706490.2	XM_706490.2	NC_032092.1	702675	704019	mRNA
rna-XM_706491.2	XM_706491.2	NC_032092.1	704420	706550	mRNA
rna-XM_706492.2	XM_706492.2	NC_032092.1	707396	707855	mRNA
rna-XM_706493.2	XM_706493.2	NC_032092.1	708486	709644	mRNA
rna-XM_706494.2	XM_706494.2	NC_032092.1	710439	711150	mRNA
rna-XM_019475375.1	XM_019475375.1	NC_032092.1	711400	711927	mRNA
rna-XM_706495.2	XM_706495.2	NC_032092.1	712319	713195	mRNA
rna-XM_706497.1	XM_706497.1	NC_032092.1	717204	717996	mRNA
rna-XM_706498.2	XM_706498.2	NC_032092.1	718926	721134	mRNA
rna-XM_706499.2	XM_706499.2	NC_032092.1	721911	723741	mRNA
rna-XM_706501.2	XM_706501.2	NC_032092.1	723994	725866	mRNA
rna-XM_706502.1	XM_706502.1	NC_032092.1	726513	727329	mRNA
rna-XM_706503.2	XM_706503.2	NC_032092.1	730526	731114	mRNA
rna-XM_706504.2	XM_706504.2	NC_032092.1	733159	733684	mRNA
rna-XM_706506.2	XM_706506.2	NC_032092.1	734838	735390	mRNA
rna-XM_706508.2	XM_706508.2	NC_032092.1	738441	741168	mRNA
rna-XM_704874.2	XM_704874.2	NC_032092.1	745165	747331	mRNA
rna-XM_704873.2	XM_704873.2	NC_032092.1	750745	752716	mRNA
rna-XM_704872.2	XM_704872.2	NC_032092.1	752868	754629	mRNA
rna-XM_704871.2	XM_704871.2	NC_032092.1	755287	758260	mRNA
rna-XM_704870.2	XM_704870.2	NC_032092.1	758440	760756	mRNA
rna-XM_704869.2	XM_704869.2	NC_032092.1	762834	764739	mRNA
rna-XM_704866.2	XM_704866.2	NC_032092.1	765641	766715	mRNA
rna-XM_704865.1	XM_704865.1	NC_032092.1	766846	769381	mRNA
rna-XM_710970.1	XM_710970.1	NC_032092.1	770571	771981	mRNA
rna-XM_704862.2	XM_704862.2	NC_032092.1	772927	774148	mRNA
rna-XM_704860.2	XM_704860.2	NC_032092.1	782814	785400	mRNA
rna-XM_704859.2	XM_704859.2	NC_032092.1	785390	787022	mRNA
rna-XM_704858.1	XM_704858.1	NC_032092.1	787444	787858	mRNA
rna-XM_704857.1	XM_704857.1	NC_032092.1	788603	790349	mRNA
rna-XM_704856.2	XM_704856.2	NC_032092.1	790412	791915	mRNA
rna-XM_704855.2	XM_704855.2	NC_032092.1	792423	793434	mRNA
rna-XM_704854.2	XM_704854.2	NC_032092.1	793990	795340	mRNA
rna-XM_704853.1	XM_704853.1	NC_032092.1	795552	796467	mRNA
rna-XM_704852.1	XM_704852.1	NC_032092.1	796577	797762	mRNA
rna-XM_704851.1	XM_704851.1	NC_032092.1	798717	799368	mRNA
rna-XM_704850.2	XM_704850.2	NC_032092.1	800106	800601	mRNA
rna-XM_704849.2	XM_704849.2	NC_032092.1	800717	802052	mRNA
rna-XM_704848.1	XM_704848.1	NC_032092.1	802326	803634	mRNA
rna-XM_704847.1	XM_704847.1	NC_032092.1	803671	806206	mRNA
rna-XM_704846.2	XM_704846.2	NC_032092.1	807341	809537	mRNA
rna-XM_705447.2	XM_705447.2	NC_032092.1	809584	810853	mRNA
rna-XM_705448.2	XM_705448.2	NC_032092.1	811966	816289	mRNA
rna-XM_705449.2	XM_705449.2	NC_032092.1	816381	817305	mRNA
rna-XM_705450.2	XM_705450.2	NC_032092.1	817940	819719	mRNA
rna-XM_705451.1	XM_705451.1	NC_032092.1	819830	820904	mRNA
rna-XM_705453.2	XM_705453.2	NC_032092.1	822132	823599	mRNA
rna-XM_705455.2	XM_705455.2	NC_032092.1	826095	828363	mRNA
rna-XM_705456.2	XM_705456.2	NC_032092.1	828648	830406	mRNA
rna-XM_704995.2	XM_704995.2	NC_032092.1	832644	834441	mRNA
rna-XM_704994.2	XM_704994.2	NC_032092.1	835076	836783	mRNA
rna-XM_019475376.1	XM_019475376.1	NC_032092.1	836882	837323	mRNA
rna-XM_715820.2	XM_715820.2	NC_032092.1	837700	841234	mRNA
rna-XM_019475377.1	XM_019475377.1	NC_032092.1	844509	844815	mRNA
rna-XM_019475378.1	XM_019475378.1	NC_032092.1	845565	845781	mRNA
rna-XM_705015.2	XM_705015.2	NC_032092.1	849659	850721	mRNA
rna-XM_712022.1	XM_712022.1	NC_032092.1	854021	855179	mRNA
rna-XM_712021.2	XM_712021.2	NC_032092.1	858484	861013	mRNA
rna-XM_712018.1	XM_712018.1	NC_032092.1	861269	861698	mRNA
rna-XM_712017.1	XM_712017.1	NC_032092.1	864732	866274	mRNA
rna-XM_712016.2	XM_712016.2	NC_032092.1	866777	867194	mRNA
rna-XM_712015.1	XM_712015.1	NC_032092.1	867680	868295	mRNA
rna-XM_712013.1	XM_712013.1	NC_032092.1	871064	871898	mRNA
rna-XM_712012.1	XM_712012.1	NC_032092.1	874031	875090	mRNA
rna-XM_712011.2	XM_712011.2	NC_032092.1	876708	878454	mRNA
rna-XM_712010.2	XM_712010.2	NC_032092.1	878812	879406	mRNA
rna-XM_019475379.1	XM_019475379.1	NC_032092.1	880334	880472	mRNA
rna-XM_712008.2	XM_712008.2	NC_032092.1	880640	882536	mRNA
rna-XM_712007.1	XM_712007.1	NC_032092.1	882874	883537	mRNA
rna-XM_712006.2	XM_712006.2	NC_032092.1	884122	885214	mRNA
rna-XM_712005.2	XM_712005.2	NC_032092.1	885457	886597	mRNA
rna-XM_712004.2	XM_712004.2	NC_032092.1	888266	889790	mRNA
rna-XM_712003.2	XM_712003.2	NC_032092.1	890260	893062	mRNA
rna-XM_712002.2	XM_712002.2	NC_032092.1	895668	896631	mRNA
rna-XM_712001.2	XM_712001.2	NC_032092.1	897091	898435	mRNA
rna-XM_706465.2	XM_706465.2	NC_032092.1	897091	899638	mRNA
rna-XM_706464.1	XM_706464.1	NC_032092.1	901263	901704	mRNA
rna-XM_706463.1	XM_706463.1	NC_032092.1	902113	902629	mRNA
rna-XM_706462.1	XM_706462.1	NC_032092.1	903066	904563	mRNA
rna-XM_706461.2	XM_706461.2	NC_032092.1	904888	907018	mRNA
rna-XM_706460.2	XM_706460.2	NC_032092.1	908842	910558	mRNA
rna-XM_706458.2	XM_706458.2	NC_032092.1	910695	913320	mRNA
rna-XM_706457.1	XM_706457.1	NC_032092.1	913731	914373	mRNA
rna-XM_706456.1	XM_706456.1	NC_032092.1	914400	915228	mRNA
rna-XM_706455.2	XM_706455.2	NC_032092.1	915400	918079	mRNA
rna-XM_706453.1	XM_706453.1	NC_032092.1	918144	918480	mRNA
rna-XM_706452.1	XM_706452.1	NC_032092.1	918715	919537	mRNA
rna-XM_706451.1	XM_706451.1	NC_032092.1	923038	925159	mRNA
rna-XM_706450.2	XM_706450.2	NC_032092.1	925693	926599	mRNA
rna-XM_706449.2	XM_706449.2	NC_032092.1	927321	927855	mRNA
rna-XM_706448.1	XM_706448.1	NC_032092.1	928086	928719	mRNA
rna-XM_706447.2	XM_706447.2	NC_032092.1	929017	930820	mRNA
rna-XM_706445.1	XM_706445.1	NC_032092.1	930995	933335	mRNA
rna-XM_019475380.1	XM_019475380.1	NC_032092.1	935017	935302	mRNA
rna-XM_019475381.1	XM_019475381.1	NC_032092.1	936829	937776	mRNA
rna-XM_019475382.1	XM_019475382.1	NC_032092.1	940283	940559	mRNA
rna-XM_712157.2	XM_712157.2	NC_032092.1	944102	946157	mRNA
rna-XM_712156.1	XM_712156.1	NC_032092.1	947591	949115	mRNA
rna-XM_712155.1	XM_712155.1	NC_032092.1	949397	950015	mRNA
