ID	gene	chr	cds_start	cds_end	type
transcript:YHR178W_mRNA	STB5	VIII	459298	461530	mRNA
transcript:YHR179W_mRNA	OYE2	VIII	462501	463704	mRNA
transcript:YHR180W_mRNA		VIII	465177	465669	mRNA
transcript:YHR180W-A_mRNA		VIII	466931	467114	mRNA
transcript:YHR180C-B_mRNA		VIII	466957	467062	mRNA
transcript:YHR181W_mRNA	SVP26	VIII	467227	467914	mRNA
transcript:YHR182W_mRNA		VIII	468218	470576	mRNA
transcript:YHR182C-A_mRNA		VIII	470938	471412	mRNA
transcript:YHR183W_mRNA	GND1	VIII	470959	472429	mRNA
transcript:YHR184W_mRNA	SSP1	VIII	472743	474459	mRNA
transcript:YHR185C_mRNA	PFS1	VIII	474626	475340	mRNA
transcript:YHR186C_mRNA	KOG1	VIII	475998	480672	mRNA
transcript:YHR187W_mRNA	IKI1	VIII	480989	481919	mRNA
transcript:YHR188C_mRNA	GPI16	VIII	482004	483837	mRNA
transcript:YHR189W_mRNA	PTH1	VIII	484027	484600	mRNA
transcript:YHR190W_mRNA	ERG9	VIII	484844	486179	mRNA
transcript:YHR191C_mRNA	CTF8	VIII	486229	486631	mRNA
transcript:YHR192W_mRNA	LNP1	VIII	486825	487662	mRNA
transcript:YHR193C_mRNA	EGD2	VIII	487711	488236	mRNA
transcript:YHR193C-A_mRNA		VIII	488652	489027	mRNA
transcript:YHR194W_mRNA	MDM31	VIII	488656	490396	mRNA
transcript:YHR195W_mRNA	NVJ1	VIII	490746	491712	mRNA
transcript:YHR196W_mRNA	UTP9	VIII	491930	493658	mRNA
transcript:YHR197W_mRNA	RIX1	VIII	493895	496187	mRNA
transcript:YHR198C_mRNA	AIM18	VIII	496314	497280	mRNA
transcript:YHR199C_mRNA	AIM46	VIII	497489	498422	mRNA
transcript:YHR199C-A_mRNA	NBL1	VIII	498570	498859	mRNA
transcript:YHR200W_mRNA	RPN10	VIII	499078	499885	mRNA
transcript:YHR201C_mRNA	PPX1	VIII	499949	501143	mRNA
transcript:YHR202W_mRNA		VIII	502387	504196	mRNA
transcript:YHR203C_mRNA	RPS4B	VIII	504475	505530	mRNA
transcript:YHR204W_mRNA	MNL1	VIII	506318	508709	mRNA
transcript:YHR205W_mRNA	SCH9	VIII	509362	511837	mRNA
transcript:YHR206W_mRNA	SKN7	VIII	512731	514600	mRNA
transcript:YHR207C_mRNA	SET5	VIII	514904	516485	mRNA
transcript:YHR208W_mRNA	BAT1	VIII	517531	518713	mRNA
transcript:YHR209W_mRNA	CRG1	VIII	519436	520312	mRNA
transcript:YHR210C_mRNA		VIII	520711	521737	mRNA
transcript:YHR211W_mRNA	FLO5	VIII	525391	528619	mRNA
transcript:YHR212C_mRNA		VIII	537758	538094	mRNA
transcript:YHR212W-A_mRNA		VIII	538741	538945	mRNA
transcript:YHR213W_mRNA		VIII	539150	539747	mRNA
transcript:YHR213W-A_mRNA		VIII	540548	540782	mRNA
transcript:YHR213W-B_mRNA		VIII	540799	541099	mRNA
transcript:YHR214W_mRNA		VIII	541650	542262	mRNA
transcript:YHR214W-A_mRNA		VIII	543007	543493	mRNA
transcript:YHR214C-D_mRNA		VIII	550647	550941	mRNA
transcript:YHR214C-E_mRNA		VIII	551199	551499	mRNA
transcript:YHR215W_mRNA	PHO12	VIII	552098	553502	mRNA
transcript:YHR216W_mRNA	IMD2	VIII	554395	555967	mRNA
transcript:YHR217C_mRNA		VIII	556580	557042	mRNA
transcript:YHR218W_mRNA		VIII	558013	559924	mRNA
transcript:YHR218W-A_mRNA		VIII	559931	560249	mRNA
transcript:YHR219W_mRNA		VIII	560172	562047	mRNA
transcript:YHR219C-A_mRNA		VIII	561198	561681	mRNA
transcript:YJL225C_mRNA		X	465	6130	mRNA
transcript:YJL225W-A_mRNA		X	828	1311	mRNA
transcript:YJL223C_mRNA	PAU1	X	8775	9138	mRNA
transcript:YJL222W-B_mRNA		X	9345	9483	mRNA
transcript:YJL222W-A_mRNA		X	9451	9679	mRNA
transcript:YJL222W_mRNA	VTH2	X	11474	16124	mRNA
transcript:YJL221C_mRNA	IMA4	X	16766	18536	mRNA
transcript:YJL220W_mRNA		X	18242	18695	mRNA
transcript:YJL219W_mRNA	HXT9	X	19496	21200	mRNA
transcript:YJL218W_mRNA		X	21972	22563	mRNA
transcript:YJL217W_mRNA	REE1	X	23132	23729	mRNA
transcript:YJL216C_mRNA	IMA5	X	24340	26086	mRNA
transcript:YJL215C_mRNA		X	26411	26771	mRNA
transcript:YJL214W_mRNA	HXT8	X	26886	28596	mRNA
transcript:YJL213W_mRNA		X	32162	33158	mRNA
transcript:YJL212C_mRNA	OPT1	X	33849	36249	mRNA
transcript:YJL211C_mRNA		X	36756	37200	mRNA
transcript:YJL210W_mRNA	PEX2	X	36918	37734	mRNA
transcript:YJL209W_mRNA	CBP1	X	38004	39969	mRNA
transcript:YJL208C_mRNA	NUC1	X	40193	41183	mRNA
transcript:YJL207C_mRNA	LAA1	X	41388	47433	mRNA
transcript:YJL206C_mRNA		X	47658	49935	mRNA
transcript:YJL205C_mRNA	NCE101	X	50138	50443	mRNA
transcript:YJL204C_mRNA	RCY1	X	50628	53151	mRNA
transcript:YJL203W_mRNA	PRP21	X	53340	54183	mRNA
transcript:YJL202C_mRNA		X	53942	54290	mRNA
transcript:YJL201W_mRNA	ECM25	X	54378	56178	mRNA
transcript:YJL200C_mRNA	ACO2	X	56443	58813	mRNA
transcript:YJL199C_mRNA	MBB1	X	59855	60182	mRNA
transcript:YJL198W_mRNA	PHO90	X	60843	63489	mRNA
transcript:YJL197W_mRNA	UBP12	X	63804	67569	mRNA
transcript:YJL197C-A_mRNA		X	65804	66086	mRNA
transcript:YJL196C_mRNA	ELO1	X	67849	68782	mRNA
transcript:YJL195C_mRNA		X	69240	69942	mRNA
transcript:YJL194W_mRNA	CDC6	X	69337	70879	mRNA
transcript:YJL193W_mRNA		X	71365	72574	mRNA
transcript:YJL192C_mRNA	SOP4	X	72709	73414	mRNA
transcript:YJL191W_mRNA	RPS14B	X	73786	74611	mRNA
transcript:YJL190C_mRNA	RPS22A	X	74909	75302	mRNA
transcript:YJL189W_mRNA	RPL39	X	75932	76474	mRNA
transcript:YJL188C_mRNA	BUD19	X	76201	76510	mRNA
transcript:YJL187C_mRNA	SWE1	X	76802	79262	mRNA
transcript:YJL186W_mRNA	MNN5	X	80154	81915	mRNA
transcript:YJL185C_mRNA	ATG36	X	82094	82976	mRNA
transcript:YJL184W_mRNA	GON7	X	83447	83819	mRNA
transcript:YJL183W_mRNA	MNN11	X	84067	85336	mRNA
transcript:YJL182C_mRNA		X	85434	85752	mRNA
transcript:YJL181W_mRNA	RBH1	X	85659	87495	mRNA
transcript:YJL180C_mRNA	ATP12	X	87582	88560	mRNA
transcript:YJL179W_mRNA	PFD1	X	88786	89116	mRNA
transcript:YJL178C_mRNA	ATG27	X	89281	90097	mRNA
transcript:YJL177W_mRNA	RPL17B	X	90785	91657	mRNA
transcript:YJL176C_mRNA	SWI3	X	92052	94530	mRNA
transcript:YJL175W_mRNA		X	94048	94561	mRNA
transcript:YJL174W_mRNA	KRE9	X	95091	95922	mRNA
transcript:YJL173C_mRNA	RFA3	X	96160	96529	mRNA
transcript:YJL172W_mRNA	CPS1	X	97736	99467	mRNA
transcript:YJL171C_mRNA	TOH1	X	99703	100894	mRNA
transcript:YJL170C_mRNA	ASG7	X	101149	101779	mRNA
transcript:YJL169W_mRNA		X	102098	102467	mRNA
transcript:YJL168C_mRNA	SET2	X	102226	104428	mRNA
transcript:YJL167W_mRNA	ERG20	X	105013	106072	mRNA
transcript:YJL166W_mRNA	QCR8	X	106433	106718	mRNA
transcript:YJL165C_mRNA	HAL5	X	106893	109461	mRNA
transcript:YJL164C_mRNA	TPK1	X	109965	111159	mRNA
transcript:YJL163C_mRNA		X	111665	113333	mRNA
transcript:YJL162C_mRNA	JJJ2	X	113877	115629	mRNA
transcript:YJL161W_mRNA	FMP33	X	117244	117787	mRNA
transcript:YJL160C_mRNA	PIR5	X	117961	118825	mRNA
transcript:YJL159W_mRNA	HSP150	X	120448	121690	mRNA
transcript:YJL158C_mRNA	CIS3	X	122264	122948	mRNA
transcript:YJL157C_mRNA	FAR1	X	123835	126328	mRNA
transcript:YJL156W-A_mRNA		X	126603	126825	mRNA
transcript:YJL156C_mRNA	SSY5	X	126852	128952	mRNA
transcript:YJL155C_mRNA	FBP26	X	129284	130643	mRNA
transcript:YJL154C_mRNA	VPS35	X	131100	133935	mRNA
transcript:YJL153C_mRNA	INO1	X	134331	135933	mRNA
transcript:YJL152W_mRNA		X	136173	136533	mRNA
transcript:YJL151C_mRNA	SNA3	X	136371	136773	mRNA
transcript:YJL150W_mRNA		X	137122	137425	mRNA
transcript:YJL149W_mRNA	DAS1	X	137378	139370	mRNA
transcript:YJL148W_mRNA	RPA34	X	140436	141138	mRNA
transcript:YJL147C_mRNA	MRX5	X	141418	142567	mRNA
transcript:YJL146W_mRNA	IDS2	X	143291	144701	mRNA
transcript:YJL145W_mRNA	SFH5	X	145159	146044	mRNA
transcript:YJL144W_mRNA		X	146358	146673	mRNA
transcript:YJL143W_mRNA	TIM17	X	147100	147577	mRNA
transcript:YJL142C_mRNA	IRC9	X	147818	148211	mRNA
transcript:YJL141C_mRNA	YAK1	X	147966	150390	mRNA
transcript:YJL140W_mRNA	RPB4	X	150960	151626	mRNA
transcript:YJL139C_mRNA	YUR1	X	151712	152999	mRNA
transcript:YJL138C_mRNA	TIF2	X	153503	154691	mRNA
transcript:YJL137C_mRNA	GLG2	X	154984	156127	mRNA
transcript:YJL136W-A_mRNA		X	156168	156252	mRNA
transcript:YJL136C_mRNA	RPS21B	X	156549	157273	mRNA
transcript:YJL135W_mRNA		X	157876	158194	mRNA
transcript:YJL134W_mRNA	LCB3	X	158187	159417	mRNA
transcript:YJL133C-A_mRNA		X	159622	159847	mRNA
transcript:YJL133W_mRNA	MRS3	X	160618	161563	mRNA
transcript:YJL132W_mRNA		X	161913	164166	mRNA
transcript:YJL131C_mRNA	AIM23	X	164277	165348	mRNA
transcript:YJL130C_mRNA	URA2	X	165722	172367	mRNA
transcript:YJL129C_mRNA	TRK1	X	173598	177306	mRNA
transcript:YJL128C_mRNA	PBS2	X	178096	180103	mRNA
transcript:YJL127W-A_mRNA		X	180193	180310	mRNA
transcript:YJL127C-B_mRNA		X	181550	181709	mRNA
transcript:YJL127C_mRNA	SPT10	X	182297	184220	mRNA
transcript:YJL126W_mRNA	NIT2	X	184500	185424	mRNA
transcript:YJL125C_mRNA	GCD14	X	185527	186679	mRNA
transcript:YJL124C_mRNA	LSM1	X	187125	187644	mRNA
transcript:YJL123C_mRNA	MTC1	X	188003	189440	mRNA
transcript:YJL122W_mRNA	ALB1	X	189715	190243	mRNA
transcript:YJL121C_mRNA	RPE1	X	190373	191090	mRNA
transcript:YJL120W_mRNA		X	191021	191345	mRNA
transcript:YJL119C_mRNA		X	191571	191895	mRNA
transcript:YJL118W_mRNA		X	191638	192298	mRNA
transcript:YJL117W_mRNA	PHO86	X	192530	193466	mRNA
transcript:YJL116C_mRNA	NCA3	X	193859	194873	mRNA
transcript:YJL115W_mRNA	ASF1	X	196286	197126	mRNA
transcript:YJL112W_mRNA	MDV1	X	205304	207449	mRNA
transcript:YJL111W_mRNA	CCT7	X	207876	209529	mRNA
transcript:YJL110C_mRNA	GZF3	X	209921	211577	mRNA
transcript:YJL109C_mRNA	UTP10	X	211999	217309	mRNA
transcript:YJL108C_mRNA	PRM10	X	217704	218856	mRNA
transcript:YJL107C_mRNA		X	218852	220016	mRNA
transcript:YJL106W_mRNA	IME2	X	221389	223327	mRNA
transcript:YJL105W_mRNA	SET4	X	225054	226737	mRNA
transcript:YJL104W_mRNA	PAM16	X	227326	227776	mRNA
transcript:YJL103C_mRNA	GSM1	X	229024	230881	mRNA
transcript:YJL102W_mRNA	MEF2	X	231300	233760	mRNA
transcript:YJL101C_mRNA	GSH1	X	234319	236356	mRNA
transcript:YJL100W_mRNA	LSB6	X	237262	239086	mRNA
transcript:YJL099W_mRNA	CHS6	X	239413	241654	mRNA
transcript:YJL098W_mRNA	SAP185	X	242081	245258	mRNA
transcript:YJL097W_mRNA	PHS1	X	245590	246244	mRNA
transcript:YJL096W_mRNA	MRPL49	X	246489	246975	mRNA
transcript:YJL095W_mRNA	BCK1	X	247254	251691	mRNA
transcript:YJL094C_mRNA	KHA1	X	251820	254442	mRNA
transcript:YJL093C_mRNA	TOK1	X	254736	256812	mRNA
transcript:YJL092W_mRNA	SRS2	X	257422	260947	mRNA
transcript:YJL091C_mRNA	GWT1	X	261079	262552	mRNA
transcript:YJL090C_mRNA	DPB11	X	262756	265051	mRNA
transcript:YJL089W_mRNA	SIP4	X	265925	268415	mRNA
transcript:YJL088W_mRNA	ARG3	X	268798	269815	mRNA
transcript:YJL087C_mRNA	TRL1	X	270001	272485	mRNA
transcript:YJL086C_mRNA		X	272477	272846	mRNA
transcript:YJL085W_mRNA	EXO70	X	272826	274698	mRNA
transcript:YJL084C_mRNA	ALY2	X	274861	278002	mRNA
transcript:YJL083W_mRNA	TAX4	X	278840	280655	mRNA
transcript:YJL082W_mRNA	IML2	X	281184	283380	mRNA
transcript:YJL081C_mRNA	ARP4	X	283801	285271	mRNA
transcript:YJL080C_mRNA	SCP160	X	285557	289226	mRNA
transcript:YJL079C_mRNA	PRY1	X	289874	290774	mRNA
transcript:YJL078C_mRNA	PRY3	X	291335	293981	mRNA
transcript:YJL077W-B_mRNA		X	294046	294145	mRNA
transcript:YJL077C_mRNA	ICS3	X	294665	295061	mRNA
transcript:YJL077W-A_mRNA		X	294798	294885	mRNA
transcript:YJL076W_mRNA	NET1	X	295244	298814	mRNA
transcript:YJL075C_mRNA	APQ13	X	298459	298876	mRNA
transcript:YJL074C_mRNA	SMC3	X	299156	302849	mRNA
transcript:YJL073W_mRNA	JEM1	X	303180	305118	mRNA
transcript:YJL072C_mRNA	PSF2	X	305220	305862	mRNA
transcript:YJL071W_mRNA	ARG2	X	306131	307856	mRNA
transcript:YJL070C_mRNA		X	307970	310637	mRNA
transcript:YJL069C_mRNA	UTP18	X	310921	312706	mRNA
transcript:YJL068C_mRNA		X	313015	313915	mRNA
transcript:YJL067W_mRNA		X	314083	314434	mRNA
transcript:YJL066C_mRNA	MPM1	X	314113	314872	mRNA
transcript:YJL065C_mRNA	DLS1	X	315053	315557	mRNA
transcript:YJL064W_mRNA		X	315174	315570	mRNA
transcript:YJL063C_mRNA	MRPL8	X	315758	316475	mRNA
transcript:YJL062W-A_mRNA	COA3	X	316722	316980	mRNA
transcript:YJL062W_mRNA	LAS21	X	317283	319776	mRNA
transcript:YJL061W_mRNA	NUP82	X	320015	322157	mRNA
transcript:YJL060W_mRNA	BNA3	X	323385	324720	mRNA
transcript:YJL059W_mRNA	YHC3	X	324963	326190	mRNA
transcript:YJL058C_mRNA	BIT61	X	326241	327873	mRNA
transcript:YJL057C_mRNA	IKS1	X	328117	330121	mRNA
transcript:YJL056C_mRNA	ZAP1	X	330430	333073	mRNA
transcript:YJL055W_mRNA		X	333356	334094	mRNA
transcript:YJL054W_mRNA	TIM54	X	334264	335701	mRNA
transcript:YJL053W_mRNA	PEP8	X	335897	337037	mRNA
transcript:YJL052C-A_mRNA		X	337883	338003	mRNA
transcript:YJL052W_mRNA	TDH1	X	338270	339269	mRNA
transcript:YJL051W_mRNA	IRC8	X	339786	342255	mRNA
transcript:YJL050W_mRNA	MTR4	X	342521	345743	mRNA
transcript:YJL049W_mRNA	CHM7	X	345972	347325	mRNA
transcript:YJL048C_mRNA	UBX6	X	347446	348637	mRNA
transcript:YJL047C-A_mRNA		X	349043	349178	mRNA
transcript:YJL047C_mRNA	RTT101	X	349579	352108	mRNA
transcript:YJL046W_mRNA	AIM22	X	352385	353615	mRNA
transcript:YJL045W_mRNA		X	356023	357928	mRNA
transcript:YJL044C_mRNA	GYP6	X	358299	359676	mRNA
transcript:YJL043W_mRNA		X	360129	360903	mRNA
transcript:YJL042W_mRNA	MHP1	X	361248	365445	mRNA
transcript:YJL041W_mRNA	NSP1	X	365904	368373	mRNA
transcript:YJL039C_mRNA	NUP192	X	368747	373799	mRNA
transcript:YJL038C_mRNA	LOH1	X	375114	375774	mRNA
transcript:YJL037W_mRNA	IRC18	X	376661	377336	mRNA
transcript:YJL036W_mRNA	SNX4	X	378824	380096	mRNA
transcript:YJL035C_mRNA	TAD2	X	380248	381001	mRNA
transcript:YJL034W_mRNA	KAR2	X	381326	383375	mRNA
transcript:YJL033W_mRNA	HCA4	X	383836	386149	mRNA
transcript:YJL032W_mRNA		X	386347	386662	mRNA
transcript:YJL031C_mRNA	BET4	X	386367	387438	mRNA
transcript:YJL030W_mRNA	MAD2	X	387656	388247	mRNA
transcript:YJL029C_mRNA	VPS53	X	388384	390853	mRNA
transcript:YJL028W_mRNA		X	391310	391646	mRNA
transcript:YJL027C_mRNA		X	391832	392249	mRNA
transcript:YJL026W_mRNA	RNR2	X	392403	393603	mRNA
transcript:YJL026C-A_mRNA		X	393065	393287	mRNA
transcript:YJL025W_mRNA	RRN7	X	393966	395511	mRNA
transcript:YJL024C_mRNA	APS3	X	395930	396592	mRNA
transcript:YJL023C_mRNA	PET130	X	397354	398398	mRNA
transcript:YJL022W_mRNA		X	398108	398417	mRNA
transcript:YJL020C_mRNA	BBC1	X	398936	402410	mRNA
transcript:YJL020W-A_mRNA		X	400980	401238	mRNA
transcript:YJL019W_mRNA	MPS3	X	402896	404945	mRNA
transcript:YJL016W_mRNA	TPH3	X	405587	407273	mRNA
transcript:YJL015C_mRNA		X	407141	407426	mRNA
transcript:YJL014W_mRNA	CCT3	X	407557	409162	mRNA
transcript:YJL013C_mRNA	MAD3	X	409492	411040	mRNA
transcript:YJL012C_mRNA	VTC4	X	411233	413399	mRNA
transcript:YJL011C_mRNA	RPC17	X	414284	414770	mRNA
transcript:YJL010C_mRNA	NOP9	X	417561	419562	mRNA
transcript:YJL009W_mRNA		X	419854	420181	mRNA
transcript:YJL008C_mRNA	CCT8	X	419956	421663	mRNA
transcript:YJL007C_mRNA		X	422697	423012	mRNA
transcript:YJL006C_mRNA	CTK2	X	423137	424109	mRNA
transcript:YJL005W_mRNA	CYR1	X	425156	431237	mRNA
transcript:YJL004C_mRNA	SYS1	X	431588	432200	mRNA
transcript:YJL003W_mRNA	COX16	X	432643	433000	mRNA
transcript:YJL002C_mRNA	OST1	X	433220	434651	mRNA
transcript:YJL001W_mRNA	PRE3	X	435162	435926	mRNA
transcript:YJR001W_mRNA	AVT1	X	436801	438610	mRNA
transcript:YJR002W_mRNA	MPP10	X	438864	440646	mRNA
transcript:YJR003C_mRNA	MRX12	X	440993	442553	mRNA
transcript:YJR004C_mRNA	SAG1	X	442908	444861	mRNA
transcript:YJR005W_mRNA	APL1	X	445922	448025	mRNA
transcript:YJR005C-A_mRNA	LSO1	X	448476	448758	mRNA
transcript:YJR006W_mRNA	POL31	X	449201	450665	mRNA
transcript:YJR007W_mRNA	SUI2	X	451019	451934	mRNA
transcript:YJR008W_mRNA	MHO1	X	452429	453446	mRNA
transcript:YJR009C_mRNA	TDH2	X	453682	454681	mRNA
transcript:YJR010W_mRNA	MET3	X	456238	457774	mRNA
transcript:YJR010C-A_mRNA	SPC1	X	458076	458361	mRNA
transcript:YJR011C_mRNA		X	458640	459426	mRNA
transcript:YJR012C_mRNA		X	459794	460418	mRNA
transcript:YJR013W_mRNA	GPI14	X	460381	461593	mRNA
transcript:YJR014W_mRNA	TMA22	X	461828	462425	mRNA
transcript:YJR015W_mRNA		X	462720	464253	mRNA
transcript:YJR016C_mRNA	ILV3	X	464450	466208	mRNA
transcript:YJR017C_mRNA	ESS1	X	466520	467033	mRNA
transcript:YJR018W_mRNA		X	466785	467148	mRNA
transcript:YJR019C_mRNA	TES1	X	467231	468281	mRNA
transcript:YJR020W_mRNA		X	468000	468333	mRNA
transcript:YJR021C_mRNA	REC107	X	468554	469579	mRNA
transcript:YJR022W_mRNA	LSM8	X	469783	470113	mRNA
transcript:YJR023C_mRNA		X	469803	470205	mRNA
transcript:YJR024C_mRNA	MDE1	X	470229	470964	mRNA
transcript:YJR025C_mRNA	BNA1	X	471137	471671	mRNA
transcript:YJR030C_mRNA	RBH2	X	483958	486196	mRNA
transcript:YJR031C_mRNA	GEA1	X	486585	490812	mRNA
transcript:YJR032W_mRNA	CPR7	X	491080	492262	mRNA
transcript:YJR033C_mRNA	RAV1	X	492377	496451	mRNA
transcript:YJR034W_mRNA	PET191	X	496682	497009	mRNA
transcript:YJR035W_mRNA	RAD26	X	497354	500612	mRNA
transcript:YJR036C_mRNA	HUL4	X	500712	503391	mRNA
transcript:YJR037W_mRNA		X	503101	503485	mRNA
transcript:YJR038C_mRNA		X	503709	504072	mRNA
transcript:YJR039W_mRNA		X	503935	507301	mRNA
transcript:YJR040W_mRNA	GEF1	X	507745	510085	mRNA
transcript:YJR041C_mRNA	URB2	X	510238	513763	mRNA
transcript:YJR042W_mRNA	NUP85	X	514054	516289	mRNA
transcript:YJR043C_mRNA	POL32	X	516460	517513	mRNA
transcript:YJR044C_mRNA	VPS55	X	518762	519185	mRNA
transcript:YJR045C_mRNA	SSC1	X	519637	521602	mRNA
transcript:YJR046W_mRNA	TAH11	X	522047	523862	mRNA
transcript:YJR047C_mRNA	ANB1	X	524907	525381	mRNA
transcript:YJR048W_mRNA	CYC1	X	526334	526664	mRNA
transcript:YJR049C_mRNA	UTR1	X	526883	528476	mRNA
transcript:YJR050W_mRNA	ISY1	X	528696	529404	mRNA
transcript:YJR051W_mRNA	OSM1	X	529860	531366	mRNA
transcript:YJR052W_mRNA	RAD7	X	532061	533759	mRNA
transcript:YJR053W_mRNA	BFA1	X	534026	535751	mRNA
transcript:YJR054W_mRNA	KCH1	X	536055	537549	mRNA
transcript:YJR055W_mRNA	HIT1	X	538771	539266	mRNA
transcript:YJR056C_mRNA		X	541791	542502	mRNA
transcript:YJR057W_mRNA	CDC8	X	544061	544712	mRNA
transcript:YJR058C_mRNA	APS2	X	544731	545175	mRNA
transcript:YJR059W_mRNA	PTK2	X	545786	548243	mRNA
transcript:YJR060W_mRNA	CBF1	X	548758	549814	mRNA
transcript:YJR061W_mRNA		X	550510	553318	mRNA
transcript:YJR062C_mRNA	NTA1	X	553475	554849	mRNA
transcript:YJR063W_mRNA	RPA12	X	555194	555572	mRNA
transcript:YJR064W_mRNA	CCT5	X	555913	557602	mRNA
transcript:YJR065C_mRNA	ARP3	X	557808	559158	mRNA
transcript:YJR066W_mRNA	TOR1	X	559415	566828	mRNA
transcript:YJR067C_mRNA	YAE1	X	567018	567444	mRNA
transcript:YJR068W_mRNA	RFC2	X	567642	568704	mRNA
transcript:YJR069C_mRNA	HAM1	X	568805	569399	mRNA
transcript:YJR070C_mRNA	LIA1	X	569620	570598	mRNA
transcript:YJR071W_mRNA		X	570404	570773	mRNA
transcript:YJR072C_mRNA	NPA3	X	570966	572124	mRNA
transcript:YJR073C_mRNA	OPI3	X	572314	572935	mRNA
transcript:YJR074W_mRNA	MOG1	X	573094	573751	mRNA
transcript:YJR075W_mRNA	HOC1	X	573980	575171	mRNA
transcript:YJR076C_mRNA	CDC11	X	575353	576601	mRNA
transcript:YJR077C_mRNA	MIR1	X	577254	578190	mRNA
transcript:YJR078W_mRNA	BNA2	X	578859	580221	mRNA
transcript:YJR079W_mRNA		X	580204	581239	mRNA
transcript:YJR080C_mRNA	AIM24	X	580431	581616	mRNA
transcript:YJR082C_mRNA	EAF6	X	581913	582255	mRNA
transcript:YJR083C_mRNA	ACF4	X	582607	583537	mRNA
transcript:YJR084W_mRNA		X	583732	585004	mRNA
transcript:YJR085C_mRNA		X	585119	585437	mRNA
transcript:YJR086W_mRNA	STE18	X	586067	586400	mRNA
transcript:YJR087W_mRNA		X	586399	586750	mRNA
transcript:YJR088C_mRNA	EMC2	X	586494	587373	mRNA
transcript:YJR089W_mRNA	BIR1	X	587717	590582	mRNA
transcript:YJR090C_mRNA	GRR1	X	590871	594327	mRNA
transcript:YJR091C_mRNA	JSN1	X	595060	598336	mRNA
transcript:YJR092W_mRNA	BUD4	X	598734	603078	mRNA
transcript:YJR093C_mRNA	FIP1	X	603219	604203	mRNA
transcript:YJR094C_mRNA	IME1	X	604568	605651	mRNA
transcript:YJR094W-A_mRNA	RPL43B	X	608304	608858	mRNA
transcript:YJR095W_mRNA	SFC1	X	609772	610741	mRNA
transcript:YJR096W_mRNA		X	611194	612043	mRNA
transcript:YJR097W_mRNA	JJJ3	X	612412	612931	mRNA
transcript:YJR098C_mRNA		X	613185	615156	mRNA
transcript:YJR099W_mRNA	YUH1	X	615575	616286	mRNA
transcript:YJR100C_mRNA	AIM25	X	616350	617334	mRNA
transcript:YJR101W_mRNA	RSM26	X	618233	619034	mRNA
transcript:YJR102C_mRNA	VPS25	X	619156	619765	mRNA
transcript:YJR103W_mRNA	URA8	X	620753	622490	mRNA
transcript:YJR104C_mRNA	SOD1	X	622549	623014	mRNA
transcript:YJR105W_mRNA	ADO1	X	623580	624603	mRNA
transcript:YJR106W_mRNA	ECM27	X	624837	627015	mRNA
transcript:YJR107W_mRNA	LIH1	X	627339	628326	mRNA
transcript:YJR108W_mRNA	ABM1	X	628711	629083	mRNA
transcript:YJR109C_mRNA	CPA2	X	629584	632941	mRNA
transcript:YJR110W_mRNA	YMR1	X	633614	635681	mRNA
transcript:YJR111C_mRNA	PXP2	X	635854	636706	mRNA
transcript:YJR112W_mRNA	NNF1	X	637029	637635	mRNA
transcript:YJR112W-A_mRNA		X	637789	638168	mRNA
transcript:YJR113C_mRNA	RSM7	X	638231	638975	mRNA
transcript:YJR114W_mRNA		X	638658	639051	mRNA
transcript:YJR115W_mRNA		X	639941	640451	mRNA
transcript:YJR116W_mRNA	TDA4	X	640824	641664	mRNA
transcript:YJR117W_mRNA	STE24	X	642006	643368	mRNA
transcript:YJR118C_mRNA	ILM1	X	643489	644101	mRNA
transcript:YJR119C_mRNA	JHD2	X	644303	646490	mRNA
transcript:YJR120W_mRNA		X	647125	647476	mRNA
transcript:YJR121W_mRNA	ATP2	X	647606	649142	mRNA
transcript:YJR122W_mRNA	IBA57	X	649775	651269	mRNA
transcript:YJR123W_mRNA	RPS5	X	651900	652578	mRNA
transcript:YJR124C_mRNA		X	652891	654238	mRNA
transcript:YJR125C_mRNA	ENT3	X	654736	655963	mRNA
transcript:YJR126C_mRNA	VPS70	X	656253	658689	mRNA
transcript:YJR127C_mRNA	RSF2	X	658916	663059	mRNA
transcript:YJR128W_mRNA		X	662920	663280	mRNA
transcript:YJR129C_mRNA	EFM3	X	663999	665019	mRNA
transcript:YJR130C_mRNA	STR2	X	665217	667137	mRNA
transcript:YJR131W_mRNA	MNS1	X	667643	669293	mRNA
transcript:YJR132W_mRNA	NMD5	X	669521	672668	mRNA
transcript:YJR133W_mRNA	XPT1	X	672990	673620	mRNA
transcript:YJR134C_mRNA	SGM1	X	673728	675852	mRNA
transcript:YJR135C_mRNA	MCM22	X	676058	676778	mRNA
transcript:YJR135W-A_mRNA	TIM8	X	676970	677234	mRNA
transcript:YJR136C_mRNA	TTI2	X	677440	678706	mRNA
transcript:YJR137C_mRNA	MET5	X	678956	683285	mRNA
transcript:YJR138W_mRNA	IML1	X	684566	689321	mRNA
transcript:YJR139C_mRNA	HOM6	X	689444	690524	mRNA
transcript:YJR140C_mRNA	HIR3	X	690749	695696	mRNA
transcript:YJR140W-A_mRNA		X	690960	691110	mRNA
transcript:YJR141W_mRNA	IPA1	X	695905	696949	mRNA
transcript:YJR142W_mRNA		X	697140	698169	mRNA
transcript:YJR143C_mRNA	PMT4	X	698325	700614	mRNA
transcript:YJR144W_mRNA	MGM101	X	700881	701691	mRNA
